file,reference,module1_score,module2_score,label
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0048.flac_aug,preoccupied as madame danglars had been with the object of her visit the treatment she had received from these underlings appeared to her so insulting that she began by complaining of it,83.64,28.43,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0049.flac,raising his head bowed down by grief looked up at her with so sad a smile that her complaints died upon her lips forgive my servants he said for a terror i cannot blame them for from being suspected they have become suspicious,100.0,89.62,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0049.flac_aug,raising his head bowed down by grief looked up at her with so sad a smile that her complaints died upon her lips forgive my servants he said for a terror i cannot blame them for from being suspected they have become suspicious,85.33,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0050.flac,you too then are unhappy she said yes madame replied the magistrate then you pity me sincerely madame and you understand what brings me here,100.0,91.53,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0050.flac_aug,you too then are unhappy she said yes madame replied the magistrate then you pity me sincerely madame and you understand what brings me here,18.6,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0051.flac,you wish to speak to me about the circumstance which has just happened yes sir a fearful misfortune you mean a mischance a mischance repeated the baroness alas madame,100.0,91.91,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0051.flac_aug,you wish to speak to me about the circumstance which has just happened yes sir a fearful misfortune you mean a mischance a mischance repeated the baroness alas madame,68.0,16.95,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0052.flac,said the procureur with his imperturbable calmness of manner i consider those alone misfortunes which are irreparable and do you suppose this will be forgotten everything will be forgotten madame said villefort,100.0,95.53,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0052.flac_aug,said the procureur with his imperturbable calmness of manner i consider those alone misfortunes which are irreparable and do you suppose this will be forgotten everything will be forgotten madame said villefort,40.0,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0053.flac,your daughter will be married to morrow if not to day in a week if not to morrow and i do not think you can regret the intended husband of your daughter madame danglars gazed on villefort stupefied to find him so almost insultingly calm,100.0,95.89,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0053.flac_aug,your daughter will be married to morrow if not to day in a week if not to morrow and i do not think you can regret the intended husband of your daughter madame danglars gazed on villefort stupefied to find him so almost insultingly calm,64.86,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0054.flac,am i come to a friend she asked in a tone full of mournful dignity,100.0,89.88,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0054.flac_aug,am i come to a friend she asked in a tone full of mournful dignity,78.57,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0055.flac,said villefort whose pale cheeks became slightly flushed as he gave her the assurance and truly this assurance carried him back to different events from those now occupying the baroness and him well then be more affectionate my dear villefort,100.0,97.99,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0055.flac_aug,said villefort whose pale cheeks became slightly flushed as he gave her the assurance and truly this assurance carried him back to different events from those now occupying the baroness and him well then be more affectionate my dear villefort,52.94,27.34,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0056.flac,said the baroness speak to me not as a magistrate but as a friend and when i am in bitter anguish of spirit do not tell me that i ought to be gay villefort bowed when i hear misfortunes named madame,96.97,94.06,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0056.flac_aug,said the baroness speak to me not as a magistrate but as a friend and when i am in bitter anguish of spirit do not tell me that i ought to be gay villefort bowed when i hear misfortunes named madame,26.23,10.24,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0057.flac,he said i have within the last few months contracted the bad habit of thinking of my own and then i cannot help drawing up an egotistical parallel in my mind that is the reason that by the side of my misfortunes,100.0,85.72,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0057.flac_aug,he said i have within the last few months contracted the bad habit of thinking of my own and then i cannot help drawing up an egotistical parallel in my mind that is the reason that by the side of my misfortunes,71.64,16.51,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0058.flac,but this annoys you let us change the subject you were saying madame i came to ask you my friend said the baroness what will be done with this impostor impostor,100.0,93.15,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0058.flac_aug,but this annoys you let us change the subject you were saying madame i came to ask you my friend said the baroness what will be done with this impostor impostor,39.29,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0059.flac,certainly madame you appear to extenuate some cases and exaggerate others impostor indeed,100.0,94.48,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0059.flac_aug,certainly madame you appear to extenuate some cases and exaggerate others impostor indeed,55.17,71.31,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0060.flac,is nothing more nor less than an assassin sir i do not deny the justice of your correction,100.0,86.52,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0060.flac_aug,is nothing more nor less than an assassin sir i do not deny the justice of your correction,66.67,55.99,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0061.flac,come forget him for a moment and instead of pursuing him let him go you are too late madame the orders are issued,100.0,86.46,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0061.flac_aug,come forget him for a moment and instead of pursuing him let him go you are too late madame the orders are issued,97.44,5.9,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0062.flac,i hope so if they should arrest him i know that sometimes prisoners afford means of escape will you leave him in prison the procureur shook his head at least keep him there till my daughter be married,100.0,92.62,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0062.flac_aug,i hope so if they should arrest him i know that sometimes prisoners afford means of escape will you leave him in prison the procureur shook his head at least keep him there till my daughter be married,81.69,7.17,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0063.flac,impossible madame justice has its formalities what even for me said the baroness half jesting half in earnest for all even for myself among the rest,100.0,95.72,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0063.flac_aug,impossible madame justice has its formalities what even for me said the baroness half jesting half in earnest for all even for myself among the rest,47.62,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0064.flac,replied villefort ah exclaimed the baroness without expressing the ideas which the exclamation betrayed villefort looked at her with that piercing glance which reads the secrets of the heart,100.0,96.52,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0064.flac_aug,replied villefort ah exclaimed the baroness without expressing the ideas which the exclamation betrayed villefort looked at her with that piercing glance which reads the secrets of the heart,72.34,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0065.flac,you refer to the terrible rumors spread abroad in the world that the deaths which have kept me in mourning for the last three months,100.0,83.7,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0065.flac_aug,you refer to the terrible rumors spread abroad in the world that the deaths which have kept me in mourning for the last three months,71.43,0.5,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0066.flac,have not happened by natural means i was not thinking of that replied madame danglars quickly yes you were thinking of it and with justice,100.0,93.87,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0066.flac_aug,have not happened by natural means i was not thinking of that replied madame danglars quickly yes you were thinking of it and with justice,55.32,21.93,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0067.flac,you who pursue crime so vindictively answer now,100.0,93.08,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0067.flac_aug,you who pursue crime so vindictively answer now,87.5,7.23,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0068.flac,the baroness became pale you were saying this were you not well i own it i will answer you,100.0,89.93,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0068.flac_aug,the baroness became pale you were saying this were you not well i own it i will answer you,68.75,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0069.flac,then resting both hands upon his desk he said in a voice more hollow than usual there are crimes which remain unpunished because the criminals are unknown,100.0,91.3,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1034\121119\1034-121119-0069.flac_aug,then resting both hands upon his desk he said in a voice more hollow than usual there are crimes which remain unpunished because the criminals are unknown,32.0,0.5,0
